F0,F1,chi2,delta_chi2
0.000758612366939207,-3.0277430928797556e-18,121.50982956115124,84.88416906302832
0.000758612370800952,-3.0277430928797556e-18,122.50359503783851,85.8779345397156
0.0007586123746626969,-3.0277430928797556e-18,123.54718122077036,86.92152072264744
0.0007586123785244419,-3.0277430928797556e-18,124.64058810847179,88.01492761034888
0.0007586123823861868,-3.0277430928797556e-18,125.78381569939094,89.15815520126803
0.0007586123862479318,-3.0277430928797556e-18,126.97686399199998,90.35120349387707
0.0007586123901096767,-3.0277430928797556e-18,128.21973298481498,91.59407248669207
0.0007586123939714218,-3.0277430928797556e-18,129.5124226762692,92.8867621781463
0.0007586123978331668,-3.0277430928797556e-18,130.85493306486154,94.22927256673863
0.0007586124016949117,-3.0277430928797556e-18,132.24726414907525,95.62160365095234
0.0007586124055566567,-3.0277430928797556e-18,133.6894159273909,97.063755429268
0.0007586124094184016,-3.0277430928797556e-18,135.1813883982535,98.55572790013058
0.0007586124132801466,-3.0277430928797556e-18,136.72318156019364,100.09752106207073
0.0007586124171418915,-3.0277430928797556e-18,138.31479541165825,101.68913491353534
0.0007586124210036366,-3.0277430928797556e-18,139.95622995111128,103.33056945298837
0.0007586124248653815,-3.0277430928797556e-18,141.6474851770685,105.02182467894558
0.0007586124287271265,-3.0277430928797556e-18,143.38856108798382,106.7629005898609
0.0007586124325888714,-3.0277430928797556e-18,145.17945768235398,108.55379718423107
0.0007586124364506164,-3.0277430928797556e-18,147.02017495861074,110.39451446048783
0.0007586124403123613,-3.0277430928797556e-18,148.91071291530494,112.28505241718203
0.0007586124441741063,-3.0277430928797556e-18,150.85107155085868,114.22541105273577
0.0007586124480358513,-3.0277430928797556e-18,152.84125086375334,116.21559036563043
0.0007586124518975963,-3.0277430928797556e-18,154.8812508525036,118.25559035438069
0.0007586124557593413,-3.0277430928797556e-18,156.97107151556665,120.34541101744374
0.0007586124596210862,-3.0277430928797556e-18,159.1107128513945,122.4850523532716
0.0007586124634828312,-3.0277430928797556e-18,161.30017485851596,124.67451436039305
0.0007586124673445761,-3.0277430928797556e-18,163.53945753538636,126.91379703726345
0.0007586124712063211,-3.0277430928797556e-18,165.82856088045972,129.20290038233682
0.000758612475068066,-3.0277430928797556e-18,168.16748489224477,131.54182439412187
0.000758612478929811,-3.0277430928797556e-18,170.5562295692334,133.9305690711105
0.000758612482791556,-3.0277430928797556e-18,172.99479490984908,136.36913441172618
0.000758612486653301,-3.0277430928797556e-18,175.48318091262442,138.85752041450152
0.0007586124905150459,-3.0277430928797556e-18,178.0213875760303,141.3957270779074
0.0007586124943767909,-3.0277430928797556e-18,180.6094148984747,143.9837544003518
0.0007586124982385359,-3.0277430928797556e-18,183.2472628785561,146.62160238043322
0.0007586125021002808,-3.0277430928797556e-18,185.93493151467052,149.30927101654763
0.0007586125059620258,-3.0277430928797556e-18,188.67242080528862,152.04676030716573
0.0007586125098237707,-3.0277430928797556e-18,191.45973074894155,154.83407025081866
0.0007586125136855158,-3.0277430928797556e-18,194.29686134409405,157.67120084597116
0.0007586125175472607,-3.0277430928797556e-18,197.18381258915306,160.55815209103017
0.0007586125214090057,-3.0277430928797556e-18,200.12058448271497,163.49492398459208
0.0007586125252707506,-3.0277430928797556e-18,203.10717702319212,166.48151652506922
0.0007586125291324956,-3.0277430928797556e-18,206.1435902090268,169.5179297109039
0.0007586125329942405,-3.0277430928797556e-18,209.2298240387901,172.6041635406672
0.0007586125368559855,-3.0277430928797556e-18,212.36587851089752,175.74021801277462
0.0007586125407177304,-3.0277430928797556e-18,215.55175362385384,178.92609312573094
0.0007586125445794755,-3.0277430928797556e-18,218.7874493760568,182.1617888779339
0.0007586125484412204,-3.0277430928797556e-18,222.0729657661257,185.4473052680028
0.0007586125523029654,-3.0277430928797556e-18,225.40830279244963,188.78264229432673
0.0007586125561647104,-3.0277430928797556e-18,228.79346045347606,192.16779995535316
0.0007586125600264553,-3.0277430928797556e-18,232.22843874777556,195.60277824965266
0.0007586125638882003,-3.0277430928797556e-18,235.7132376737674,199.0875771756445
0.0007586125677499452,-3.0277430928797556e-18,239.24785722991206,202.62219673178916
