NAME;PSRJ;P0;P1;BINARY;PB;DIST;ASSOC;AGE;BSURF;EDOT
487;B1143-60;J1146-6030;0.273375;1.79E-15;*;*;1.634;*;2.42E+06;7.08E+11;3.46E+33
1939;J0711+0931;J0711+0931;1.21409;4.00E-16;*;*;1.168;*;4.81E+07;7.05E+11;8.82E+30
654;J1423-6953;J1423-6953;0.333411;1.45E-15;*;*;4.704;*;3.64E+06;7.04E+11;1.55E+33
2254;J0932-3217;J0932-3217;1.931627;2.50E-16;*;*;0.414;*;1.22E+08;7.03E+11;1.37E+30
1952;B0138+59;J0141+6009;1.222949;3.91E-16;*;*;2.3;*;4.95E+07;7.00E+11;8.44E+30
1596;J1006-6311;J1006-6311;0.835797;5.73E-16;*;*;2.381;*;2.31E+07;7.00E+11;3.87E+31
801;B1745-12;J1748-1300;0.394133;1.21E-15;*;*;2.403;*;5.15E+06;7.00E+11;7.82E+32
1048;J2036+6646;J2036+6646;0.501927;9.40E-16;*;*;3.23;*;8.46E+06;6.95E+11;2.93E+32
1401;J1143-5158;J1143-5158;0.675646;6.95E-16;*;*;2.397;*;1.54E+07;6.94E+11;8.90E+31
358;B0743-53;J0745-5353;0.214839;2.19E-15;*;*;0.565;*;1.56E+06;6.94E+11;8.71E+33
108;J0855-4644;J0855-4644;0.064686;7.26E-15;*;*;5.638;SNR:RX_J0852.0-4622(?)[rm05];1.41E+05;6.94E+11;1.06E+36
965;J1914+0219;J1914+0219;0.457527;1.02E-15;*;*;14.115;*;7.12E+06;6.91E+11;4.20E+32
2361;J1801-1855;J1801-1855;2.550498;1.82E-16;*;*;20.072;*;2.22E+08;6.90E+11;4.33E+29
441;B0905-51;J0907-5157;0.253558;1.83E-15;*;*;0.341;*;2.19E+06;6.90E+11;4.44E+33
2406;J1503+2111;J1503+2111;3.314002;1.40E-16;*;*;0.244;*;3.75E+08;6.89E+11;1.52E+29
1175;J1716-4711;J1716-4711;0.555824;8.33E-16;*;*;21.907;*;1.06E+07;6.89E+11;1.92E+32
1801;B1131-62;J1133-6250;1.022875;4.52E-16;*;*;7.448;*;3.59E+07;6.88E+11;1.67E+31
1302;B1717-29;J1720-2933;0.620448;7.46E-16;*;*;1.095;*;1.32E+07;6.88E+11;1.23E+32
1261;J1808-1020;J1808-1020;0.596993;7.72E-16;*;*;8.076;*;1.22E+07;6.87E+11;1.43E+32
1084;J2027+7502;J2027+7502;0.515219;8.89E-16;*;*;0.761;*;9.18E+06;6.85E+11;2.57E+32
2244;J1812-20;J1812-20;1.903112;2.40E-16;*;*;11.219;*;1.26E+08;6.84E+11;1.37E+30
2167;J1823-1807;J1823-1807;1.636792;2.79E-16;*;*;10.147;*;9.31E+07;6.83E+11;2.51E+30
1515;J1638-3951;J1638-3951;0.77113;5.90E-16;*;*;14.681;*;2.07E+07;6.83E+11;5.08E+31
525;B1504-43;J1507-4352;0.286758;1.58E-15;*;*;1.394;*;2.87E+06;6.82E+11;2.65E+33
2180;J1418-5945;J1418-5945;1.672596;2.71E-16;*;*;6.14;*;9.78E+07;6.81E+11;2.29E+30
515;J1603-2531;J1603-2531;0.283071;1.59E-15;*;*;3.412;*;2.81E+06;6.80E+11;2.77E+33
536;B1530-539;J1534-5405;0.289689;1.54E-15;*;*;3.748;*;2.97E+06;6.77E+11;2.51E+33
2050;B0909-71;J0909-7212;1.36289;3.27E-16;*;*;0.752;*;6.60E+07;6.76E+11;5.10E+30
1800;J1653-4030;J1653-4030;1.019372;4.36E-16;*;*;17.188;*;3.70E+07;6.75E+11;1.63E+31
1110;J1409-6953;J1409-6953;0.528591;8.40E-16;*;*;8.751;*;9.97E+06;6.74E+11;2.25E+32
1500;J0818-3049;J0818-3049;0.763742;5.80E-16;*;*;0.434;*;2.09E+07;6.73E+11;5.14E+31
701;J1846-0749;J1846-0749;0.35011;1.26E-15;*;*;13.937;*;4.40E+06;6.73E+11;1.16E+33
294;J1908+0839;J1908+0839;0.185397;2.39E-15;*;*;8.272;*;1.23E+06;6.73E+11;1.48E+34
957;J1805-0619;J1805-0619;0.454651;9.69E-16;*;*;5.342;*;7.43E+06;6.72E+11;4.07E+32
2221;J1739-2521;J1739-2521;1.818461;2.40E-16;*;*;4.411;*;1.20E+08;6.69E+11;1.58E+30
520;B1316-60;J1319-6056;0.284353;1.53E-15;*;*;11.852;*;2.95E+06;6.67E+11;2.62E+33
784;B1726-00;J1728-0007;0.386004;1.12E-15;*;*;1.459;*;5.45E+06;6.66E+11;7.71E+32
232;J1514-5925;J1514-5925;0.148797;2.88E-15;*;*;3.919;*;8.19E+05;6.62E+11;3.45E+34
979;J1614-3846;J1614-3846;0.464106;9.20E-16;*;*;5.637;*;7.99E+06;6.61E+11;3.63E+32
748;B1044-57;J1046-5813;0.369428;1.15E-15;*;*;2.34;*;5.11E+06;6.59E+11;8.98E+32
1913;J1441-6137;J1441-6137;1.17584;3.60E-16;*;*;3.882;*;5.18E+07;6.58E+11;8.74E+30
958;B1510-48;J1514-4834;0.45484;9.26E-16;*;*;1.243;*;7.78E+06;6.57E+11;3.89E+32
1253;J2151+2315;J2151+2315;0.593534;7.08E-16;*;*;1.911;*;1.33E+07;6.56E+11;1.34E+32
1096;B1911+13;J1913+1400;0.521473;8.04E-16;*;*;5.263;*;1.03E+07;6.55E+11;2.24E+32
483;J1827-0750;J1827-0750;0.270502;1.54E-15;*;*;9.991;*;2.77E+06;6.54E+11;3.08E+33
472;J1707-4729;J1707-4729;0.266474;1.56E-15;*;*;12.833;*;2.71E+06;6.53E+11;3.26E+33
775;B1839+09;J1841+0912;0.381319;1.09E-15;*;*;1.664;*;5.54E+06;6.52E+11;7.76E+32
776;J1826-1526;J1826-1526;0.382073;1.08E-15;*;*;14.919;*;5.58E+06;6.51E+11;7.68E+32
526;J1726-3635;J1726-3635;0.287432;1.44E-15;*;*;4.847;*;3.16E+06;6.51E+11;2.39E+33
343;J1845-1114;J1845-1114;0.20622;2.01E-15;*;*;6.715;*;1.63E+06;6.51E+11;9.03E+33
313;B1556-57;J1600-5751;0.194456;2.13E-15;*;*;4.183;*;1.45E+06;6.51E+11;1.14E+34
887;J1758-2206;J1758-2206;0.430278;9.56E-16;*;*;15.065;*;7.13E+06;6.49E+11;4.74E+32
1614;J1835-0847;J1835-0847;0.846494;4.85E-16;*;*;6.144;*;2.77E+07;6.48E+11;3.16E+31
719;B1503-66;J1507-6640;0.355656;1.15E-15;*;*;4.792;*;4.89E+06;6.48E+11;1.01E+33
307;J1843-0702;J1843-0702;0.191615;2.14E-15;*;*;4.282;*;1.42E+06;6.47E+11;1.20E+34
1812;J1920-0950;J1920-0950;1.037824;3.93E-16;*;*;6.186;*;4.19E+07;6.46E+11;1.39E+31
1337;J0949-6902;J0949-6902;0.640016;6.37E-16;*;*;1.677;*;1.59E+07;6.46E+11;9.59E+31
1787;J1733-5515;J1733-5515;1.011234;4.00E-16;*;*;4.217;*;4.01E+07;6.44E+11;1.53E+31
1288;J1058-5957;J1058-5957;0.61627;6.57E-16;*;*;2.588;*;1.49E+07;6.44E+11;1.11E+32
339;J1618-4723;J1618-4723;0.203553;1.99E-15;*;*;3.089;*;1.62E+06;6.44E+11;9.33E+33
249;J1924+1639;J1924+1639;0.158043;2.56E-15;*;*;5.059;*;9.77E+05;6.44E+11;2.56E+34
2060;J1814-0618;J1814-0618;1.377868;2.92E-16;*;*;5.99;*;7.47E+07;6.42E+11;4.41E+30
176;J0631+0646;J0631+0646;0.110979;3.62E-15;*;*;4.583;GRS:3FGL_J0631.6+0644[aaa+15];4.86E+05;6.41E+11;1.04E+35
705;J1907+0249;J1907+0249;0.351879;1.14E-15;*;*;8.751;*;4.91E+06;6.40E+11;1.03E+33
598;J0831-4406;J0831-4406;0.311674;1.28E-15;*;*;5.883;*;3.86E+06;6.39E+11;1.67E+33
567;J1819-1008;J1819-1008;0.30149;1.32E-15;*;*;13.539;*;3.62E+06;6.39E+11;1.90E+33
865;B1222-63;J1225-6408;0.419618;9.46E-16;*;*;9.846;*;7.03E+06;6.38E+11;5.05E+32
1416;J0529-0715;J0529-0715;0.689224;5.75E-16;*;*;7.002;*;1.90E+07;6.37E+11;6.94E+31
1340;B1657-13;J1659-1305;0.640958;6.18E-16;*;*;0.485;*;1.64E+07;6.37E+11;9.26E+31
340;J0957-5432;J0957-5432;0.203557;1.95E-15;*;*;0.449;*;1.66E+06;6.37E+11;9.11E+33
1265;B1911+11;J1914+1122;0.600997;6.56E-16;*;*;3.14;*;1.45E+07;6.35E+11;1.19E+32
497;J1538-5438;J1538-5438;0.276726;1.42E-15;*;*;3.179;*;3.08E+06;6.35E+11;2.65E+33
478;J1828-0611;J1828-0611;0.269415;1.46E-15;*;*;12.114;*;2.92E+06;6.35E+11;2.95E+33
810;J1103-6025;J1103-6025;0.396587;9.90E-16;*;*;2.378;*;6.34E+06;6.34E+11;6.27E+32
1852;J1850+0026;J1850+0026;1.081844;3.59E-16;*;*;4.047;*;4.77E+07;6.31E+11;1.12E+31
1402;J1056-5709;J1056-5709;0.676082;5.76E-16;*;*;3.062;*;1.86E+07;6.31E+11;7.36E+31
1244;J1812-3039;J1812-3039;0.587477;6.60E-16;*;*;5.229;*;1.41E+07;6.30E+11;1.29E+32
1899;J1810-1709;J1810-1709;1.161133;3.33E-16;*;*;14.518;*;5.52E+07;6.29E+11;8.40E+30
1221;J1907+0740;J1907+0740;0.574698;6.71E-16;*;*;5.81;*;1.36E+07;6.29E+11;1.40E+32
1728;B0031-07;J0034-0721;0.942951;4.08E-16;*;*;1.03;*;3.66E+07;6.28E+11;1.92E+31
824;B1937-26;J1941-2602;0.402858;9.56E-16;*;*;3.564;*;6.68E+06;6.28E+11;5.77E+32
1888;J1300-6602;J1300-6602;1.143316;3.35E-16;*;*;15.566;*;5.41E+07;6.26E+11;8.85E+30
1831;J1819+1305;J1819+1305;1.060364;3.59E-16;*;*;4.047;*;4.68E+07;6.25E+11;1.19E+31
1469;J1756+1822;J1756+1822;0.744001;5.13E-16;*;*;25;*;2.30E+07;6.25E+11;4.92E+31
1391;B1322+83;J1321+8323;0.670037;5.66E-16;*;*;1.087;*;1.87E+07;6.23E+11;7.43E+31
190;B1634-45;J1637-4553;0.118773;3.19E-15;*;*;3.442;*;5.90E+05;6.23E+11;7.52E+34
489;J1848-0055;J1848-0055;0.274557;1.35E-15;*;*;7.408;*;3.22E+06;6.16E+11;2.57E+33
1122;B1552-23;J1555-2341;0.532578;6.94E-16;*;*;3.747;*;1.22E+07;6.15E+11;1.81E+32
1062;J1356-5521;J1356-5521;0.50738;7.24E-16;*;*;7.317;*;1.11E+07;6.13E+11;2.19E+32
739;B1620-42;J1623-4256;0.364591;1.01E-15;*;*;21.557;*;5.75E+06;6.13E+11;8.19E+32
1620;J0947+2740;J0947+2740;0.851014;4.30E-16;*;*;25;*;3.13E+07;6.12E+11;2.76E+31
1218;B1852+10;J1854+1050;0.573197;6.39E-16;*;*;13.835;*;1.42E+07;6.12E+11;1.34E+32
1355;J1332-3032;J1332-3032;0.650434;5.60E-16;*;*;0.882;*;1.84E+07;6.11E+11;8.04E+31
1241;J1427-4158;J1427-4158;0.586486;6.21E-16;*;*;4.561;*;1.50E+07;6.11E+11;1.22E+32
1163;J0215+6218;J0215+6218;0.54888;6.62E-16;*;*;2.004;*;1.31E+07;6.10E+11;1.58E+32
1383;J1611-4949;J1611-4949;0.666438;5.42E-16;*;*;7.234;*;1.95E+07;6.08E+11;7.23E+31
1358;J1919+2621;J1919+2621;0.651512;5.46E-16;*;*;6.099;*;1.89E+07;6.03E+11;7.79E+31
1601;B1732-02;J1734-0212;0.839394;4.21E-16;*;*;1.798;*;3.16E+07;6.02E+11;2.81E+31
133;J1623-5005;J1623-5005;0.085072;4.16E-15;*;*;*;GRS:3FGL_J1622.9-5004[aaa+15];3.24E+05;6.02E+11;2.67E+35
1900;J1824-2233;J1824-2233;1.161743;3.01E-16;*;*;4.597;*;6.12E+07;5.98E+11;7.57E+30
1230;J2013-0649;J2013-0649;0.580187;6.01E-16;*;*;9.576;*;1.53E+07;5.97E+11;1.21E+32
1765;J1822-0907;J1822-0907;0.9747;3.55E-16;*;*;16.078;*;4.35E+07;5.96E+11;1.51E+31
1643;J0808-3937;J0808-3937;0.866349;4.01E-16;*;*;2.602;*;3.42E+07;5.96E+11;2.43E+31
948;J1626-6621;J1626-6621;0.450868;7.66E-16;*;*;3.816;*;9.32E+06;5.95E+11;3.30E+32
1868;J2027+4557;J2027+4557;1.099651;3.09E-16;*;*;9.005;*;5.63E+07;5.90E+11;9.19E+30
770;J1904-0150;J1904-0150;0.379387;8.90E-16;*;*;5.305;*;6.76E+06;5.88E+11;6.43E+32
326;J1047-6709;J1047-6709;0.198451;1.69E-15;*;*;1.765;*;1.86E+06;5.86E+11;8.52E+33
164;J1538-5551;J1538-5551;0.104676;3.21E-15;*;*;5.985;*;5.17E+05;5.86E+11;1.10E+35
1328;J1833-1055;J1833-1055;0.63364;5.27E-16;*;*;7.698;*;1.91E+07;5.85E+11;8.17E+31
1332;J1901+0320;J1901+0320;0.636584;5.23E-16;*;*;5.886;*;1.93E+07;5.84E+11;8.00E+31
642;B1600-49;J1604-4909;0.327419;1.02E-15;*;*;3.225;*;5.09E+06;5.84E+11;1.15E+33
1550;J1518-0627;J1518-0627;0.794997;4.18E-16;*;*;2.679;*;3.01E+07;5.83E+11;3.28E+31
1411;J1143-5536;J1143-5536;0.685358;4.85E-16;*;*;2.22;*;2.24E+07;5.83E+11;5.95E+31
1354;J1331-5245;J1331-5245;0.648117;5.10E-16;*;*;8.933;*;2.01E+07;5.82E+11;7.40E+31
2165;J1539-6322;J1539-6322;1.630846;2.02E-16;*;*;7.095;*;1.28E+08;5.80E+11;1.83E+30
444;J1712-2715;J1712-2715;0.25536;1.28E-15;*;*;3.151;*;3.16E+06;5.78E+11;3.03E+33
1477;B1541+09;J1543+0929;0.748448;4.32E-16;*;*;5.9;*;2.74E+07;5.76E+11;4.07E+31
1917;J1805-1504;J1805-1504;1.181269;2.73E-16;*;*;5.409;*;6.84E+07;5.75E+11;6.55E+30
2090;J1900-0933;J1900-0933;1.423889;2.26E-16;*;*;13.706;*;9.97E+07;5.74E+11;3.09E+30
379;J1817-1511;J1817-1511;0.224604;1.43E-15;*;*;7.341;*;2.49E+06;5.74E+11;4.99E+33
237;J1830-0131;J1830-0131;0.152512;2.11E-15;*;*;3.502;*;1.15E+06;5.73E+11;2.34E+34
940;J1055-6236;J1055-6236;0.448635;7.08E-16;*;*;1.883;*;1.00E+07;5.70E+11;3.10E+32
1004;J2248-0101;J2248-0101;0.477233;6.59E-16;*;*;4;*;1.15E+07;5.68E+11;2.39E+32
299;B1715-40;J1719-4006;0.189094;1.67E-15;*;*;9.826;*;1.80E+06;5.68E+11;9.74E+33
664;J1820-0509;J1820-0509;0.337321;9.32E-16;*;*;3.333;*;5.73E+06;5.67E+11;9.59E+32
1847;J0211-8159;J0211-8159;1.077333;2.90E-16;*;*;1.523;*;5.89E+07;5.66E+11;9.16E+30
848;J1824-1500;J1824-1500;0.41223;7.58E-16;*;*;6.078;*;8.62E+06;5.66E+11;4.27E+32
521;B1848+04;J1851+0418;0.284697;1.09E-15;*;*;4.089;*;4.14E+06;5.63E+11;1.86E+33
1003;B1718-32;J1722-3207;0.477158;6.45E-16;*;*;2.928;*;1.17E+07;5.61E+11;2.34E+32
798;J1754-3510;J1754-3510;0.392704;7.82E-16;*;*;2.574;*;7.96E+06;5.61E+11;5.09E+32
195;J0820-3826;J0820-3826;0.124837;2.44E-15;*;*;4.086;*;8.10E+05;5.59E+11;4.96E+34
2046;J2234+2114;J2234+2114;1.358745;2.22E-16;*;*;4.472;*;9.70E+07;5.56E+11;3.49E+30
318;B1323-627;J1327-6301;0.19648;1.53E-15;*;*;6.218;*;2.03E+06;5.55E+11;7.96E+33
1148;J2012-2029;J2012-2029;0.544002;5.48E-16;*;*;2.809;*;1.57E+07;5.52E+11;1.34E+32
1009;J1124-6421;J1124-6421;0.479099;6.20E-16;*;*;2.702;*;1.22E+07;5.52E+11;2.23E+32
1711;B1930+13;J1933+1304;0.928324;3.18E-16;*;*;6.084;*;4.62E+07;5.50E+11;1.57E+31
2029;B1924+14;J1926+1434;1.324922;2.19E-16;*;*;5.649;*;9.56E+07;5.46E+11;3.73E+30
745;J0849-6322;J0849-6322;0.367953;7.91E-16;*;*;0.383;*;7.37E+06;5.46E+11;6.27E+32
1357;J1903+2225;J1903+2225;0.651185;4.45E-16;*;*;5.756;*;2.32E+07;5.45E+11;6.36E+31
1080;J1802-1745;J1802-1745;0.514671;5.64E-16;*;*;6.596;*;1.45E+07;5.45E+11;1.63E+32
197;J1554-5209;J1554-5209;0.12523;2.29E-15;*;*;3.079;*;8.65E+05;5.42E+11;4.61E+34
2277;J1915+0752;J1915+0752;2.058314;1.39E-16;*;*;3.566;*;2.35E+08;5.41E+11;6.29E+29
752;J1621-5243;J1621-5243;0.371924;7.68E-16;*;*;6.435;*;7.67E+06;5.41E+11;5.89E+32
245;J1650-4921;J1650-4921;0.1564;1.82E-15;*;*;5.307;*;1.36E+06;5.40E+11;1.88E+34
580;B1659-60;J1704-6016;0.306323;9.10E-16;*;*;1.589;*;5.33E+06;5.34E+11;1.25E+33
1896;J1117-6447;J1117-6447;1.155272;2.40E-16;*;*;2.752;*;7.63E+07;5.33E+11;6.14E+30
839;J0747+6646;J0747+6646;0.407701;6.78E-16;*;*;1.865;*;9.52E+06;5.32E+11;3.95E+32
655;B1110-65;J1112-6613;0.334214;8.25E-16;*;*;2.534;*;6.42E+06;5.31E+11;8.72E+32
491;J1244-5053;J1244-5053;0.275207;1.00E-15;*;*;3.422;*;4.36E+06;5.31E+11;1.89E+33
2219;B0153+39;J0156+3949;1.811561;1.52E-16;*;*;4.916;*;1.89E+08;5.30E+11;1.01E+30
445;J1705-3423;J1705-3423;0.255427;1.08E-15;*;*;3.841;*;3.76E+06;5.30E+11;2.55E+33
1915;J1635-1511;J1635-1511;1.179387;2.32E-16;*;*;1.445;*;8.05E+07;5.29E+11;5.58E+30
281;J1757-1500;J1757-1500;0.179354;1.50E-15;*;*;4.222;*;1.89E+06;5.26E+11;1.03E+34
823;B0906-17;J0908-1739;0.401626;6.69E-16;*;*;0.805;*;9.50E+06;5.25E+11;4.08E+32
1894;J1034-3224;J1034-3224;1.15059;2.30E-16;*;*;1.636;*;7.91E+07;5.21E+11;5.97E+30
934;J1749-4931;J1749-4931;0.445822;5.90E-16;*;*;1.98;*;1.20E+07;5.19E+11;2.63E+32
842;J1752+2359;J1752+2359;0.409051;6.43E-16;*;*;3.03;*;1.01E+07;5.19E+11;3.71E+32
453;B1556-44;J1559-4438;0.257056;1.02E-15;*;*;2.3;*;4.00E+06;5.18E+11;2.37E+33
384;B1929+10;J1932+1059;0.226519;1.16E-15;*;*;0.31;*;3.10E+06;5.18E+11;3.93E+33
707;J1627-5547;J1627-5547;0.352464;7.38E-16;*;*;5.046;*;7.57E+06;5.16E+11;6.65E+32
270;J1836+5925;J1836+5925;0.173264;1.50E-15;*;*;0.3;GRS:2FGL_J1836.2+5926[naa+12],XRS:RX_J18;1.83E+06;5.16E+11;1.14E+34
1837;B1943+18;J1945+1834;1.068708;2.42E-16;*;*;7.351;*;7.00E+07;5.15E+11;7.83E+30
1281;J1540-5736;J1540-5736;0.612916;4.21E-16;*;*;6.349;*;2.31E+07;5.14E+11;7.21E+31
952;J1017+3011;J1017+3011;0.452785;5.70E-16;*;*;25;*;1.26E+07;5.14E+11;2.42E+32
1167;B0904-74;J0904-7459;0.549554;4.61E-16;*;*;1.048;*;1.89E+07;5.10E+11;1.10E+32
632;J1132-4700;J1132-4700;0.325633;7.77E-16;*;*;2.688;*;6.64E+06;5.09E+11;8.88E+32
1236;J1648-6044;J1648-6044;0.583765;4.29E-16;*;*;5.567;*;2.16E+07;5.06E+11;8.51E+31
1463;J1640-4951;J1640-4951;0.739099;3.34E-16;*;*;9.894;*;3.51E+07;5.03E+11;3.27E+31
1456;J1443-5122;J1443-5122;0.732061;3.38E-16;*;*;2.979;*;3.43E+07;5.03E+11;3.40E+31
1363;B1933+17;J1935+1745;0.654408;3.78E-16;*;*;4.85;*;2.74E+07;5.03E+11;5.32E+31
1803;J1424-6438;J1424-6438;1.023504;2.40E-16;*;*;6.079;*;6.76E+07;5.02E+11;8.84E+30
923;J1013-5934;J1013-5934;0.442901;5.56E-16;*;*;3.144;*;1.26E+07;5.02E+11;2.53E+32
430;B1824-10;J1827-0958;0.245757;1.00E-15;*;*;5.034;*;3.88E+06;5.02E+11;2.67E+33
447;J1000-5149;J1000-5149;0.255677;9.59E-16;*;*;0.127;*;4.22E+06;5.01E+11;2.27E+33
1983;J1842-0800;J1842-0800;1.255469;1.94E-16;*;*;3.946;*;1.03E+08;4.99E+11;3.87E+30
220;J1627-4706;J1627-4706;0.140746;1.73E-15;*;*;6.407;*;1.29E+06;4.99E+11;2.45E+34
2047;J1910-0112;J1910-0112;1.360603;1.78E-16;*;*;8.105;*;1.21E+08;4.98E+11;2.79E+30
777;B1609-47;J1613-4714;0.382377;6.34E-16;*;*;3.521;*;9.56E+06;4.98E+11;4.48E+32
2222;J1901+1306;J1901+1306;1.830857;1.31E-16;*;*;2.503;*;2.21E+08;4.96E+11;8.43E+29
1047;J1425-6210;J1425-6210;0.50173;4.78E-16;*;*;6.851;*;1.66E+07;4.96E+11;1.50E+32
579;J1743-4212;J1743-4212;0.306167;7.83E-16;*;*;5.011;*;6.19E+06;4.96E+11;1.08E+33
1678;J1750-2444;J1750-2444;0.899377;2.64E-16;*;*;4.858;*;5.40E+07;4.93E+11;1.43E+31
1797;B1607-13;J1610-1322;1.018393;2.30E-16;*;*;3.247;*;7.02E+07;4.90E+11;8.59E+30
1100;J0540+3207;J0540+3207;0.524271;4.48E-16;*;*;1.421;*;1.85E+07;4.90E+11;1.23E+32
1676;J1507-5800;J1507-5800;0.897254;2.60E-16;*;*;5.893;*;5.46E+07;4.89E+11;1.42E+31
1103;J1629-3825;J1629-3825;0.526365;4.44E-16;*;*;5.574;*;1.88E+07;4.89E+11;1.20E+32
1499;J0927+2345;J0927+2345;0.761889;3.05E-16;*;*;1.091;*;3.95E+07;4.88E+11;2.73E+31
74;B1951+32;J1952+3252;0.039531;5.84E-15;*;*;3;SNR:CTB80,GRS:2FGL_J1953.0+3253[naa+12];1.07E+05;4.86E+11;3.74E+36
797;J1415-6621;J1415-6621;0.392479;5.80E-16;*;*;10.428;*;1.07E+07;4.83E+11;3.79E+32
263;J2017+3625;J2017+3625;0.166749;1.36E-15;*;*;*;GRS:3FGL_J2017.9+3627[aaa+15],XRS:[wcp+1;1.94E+06;4.82E+11;1.16E+34
1268;J0742+4334;J0742+4334;0.606191;3.71E-16;*;*;1.61;*;2.59E+07;4.80E+11;6.58E+31
590;J1910+0517;J1910+0517;0.308048;7.30E-16;*;*;11.021;*;6.68E+06;4.80E+11;9.87E+32
242;J1452-6036;J1452-6036;0.154991;1.45E-15;*;*;6.135;*;1.69E+06;4.80E+11;1.54E+34
1292;B1254-10;J1257-1027;0.617308;3.63E-16;*;*;25;*;2.70E+07;4.79E+11;6.09E+31
551;J1350-5115;J1350-5115;0.2957;7.58E-16;*;*;3.304;*;6.18E+06;4.79E+11;1.16E+33
780;J1817-3837;J1817-3837;0.384487;5.80E-16;*;*;6.086;*;1.05E+07;4.78E+11;4.03E+32
1950;J1534-4428;J1534-4428;1.221426;1.80E-16;*;*;9.64;*;1.08E+08;4.74E+11;3.90E+30
1779;J1909+1450;J1909+1450;0.996108;2.19E-16;*;*;4.411;*;7.21E+07;4.73E+11;8.75E+30
370;B1802+03;J1805+0306;0.218712;9.99E-16;*;*;5.255;*;3.47E+06;4.73E+11;3.77E+33
2011;B0809+74;J0814+7429;1.292241;1.68E-16;*;*;0.432;*;1.22E+08;4.72E+11;3.08E+30
1719;B1417-54;J1420-5416;0.935772;2.32E-16;*;*;4.399;*;6.39E+07;4.72E+11;1.12E+31
1359;J1624+5850;J1624+5850;0.651801;3.31E-16;*;*;3.187;*;3.12E+07;4.70E+11;4.72E+31
1327;J1803-3329;J1803-3329;0.633412;3.37E-16;*;*;7.811;*;2.98E+07;4.68E+11;5.24E+31
628;J1732-4156;J1732-4156;0.323434;6.61E-16;*;*;11.528;*;7.75E+06;4.68E+11;7.71E+32
1786;J1928+1443;J1928+1443;1.010739;2.10E-16;*;*;3.079;*;7.63E+07;4.66E+11;8.03E+30
1799;J1906+1854;J1906+1854;1.019093;2.05E-16;*;*;6.721;*;7.86E+07;4.63E+11;7.66E+30
962;J1822-4209;J1822-4209;0.456512;4.59E-16;*;*;3.687;*;1.58E+07;4.63E+11;1.90E+32
1104;J1528-4109;J1528-4109;0.526556;3.96E-16;*;*;5.453;*;2.11E+07;4.62E+11;1.07E+32
1886;B2044+15;J2046+1540;1.138286;1.82E-16;*;*;3.226;*;9.89E+07;4.61E+11;4.88E+30
936;J1943+0609;J1943+0609;0.446226;4.66E-16;*;*;3.269;*;1.52E+07;4.61E+11;2.07E+32
733;J1754-3443;J1754-3443;0.361691;5.71E-16;*;*;7.098;*;1.00E+07;4.60E+11;4.77E+32
566;J1903-0258;J1903-0258;0.301459;6.79E-16;*;*;4.043;*;7.03E+06;4.58E+11;9.79E+32
1552;J1759-1736;J1759-1736;0.798452;2.55E-16;*;*;4.917;*;4.96E+07;4.57E+11;1.98E+31
312;J1954+2407;J1954+2407;0.193405;1.06E-15;*;*;4.176;*;2.90E+06;4.57E+11;5.76E+33
1228;J1035-6345;J1035-6345;0.579577;3.50E-16;*;*;2.167;*;2.62E+07;4.56E+11;7.11E+31
884;J1805-2948;J1805-2948;0.428341;4.74E-16;*;*;4.589;*;1.43E+07;4.56E+11;2.38E+32
504;J1210-5559;J1210-5559;0.279768;7.25E-16;*;*;2.372;*;6.11E+06;4.56E+11;1.31E+33
1642;J1728-4028;J1728-4028;0.866343;2.33E-16;*;*;6.904;*;5.90E+07;4.54E+11;1.41E+31
1105;J0807-5421;J0807-5421;0.526644;3.78E-16;*;*;0.887;*;2.21E+07;4.51E+11;1.02E+32
2009;J1906+0649;J1906+0649;1.286564;1.52E-16;*;*;4.966;*;1.34E+08;4.48E+11;2.82E+30
1530;J1843-0050;J1843-0050;0.782598;2.49E-16;*;*;8.3;*;4.97E+07;4.47E+11;2.05E+31
1182;J1339-6618;J1339-6618;0.558179;3.50E-16;*;*;7.327;*;2.53E+07;4.47E+11;7.95E+31
357;B1820-14;J1822-1400;0.214771;9.07E-16;*;*;4.757;*;3.75E+06;4.47E+11;3.61E+33
455;J1855+0700;J1855+0700;0.258685;7.52E-16;*;*;10.336;*;5.45E+06;4.46E+11;1.71E+33
832;B1740-13;J1743-1351;0.405337;4.78E-16;*;*;3.495;*;1.34E+07;4.45E+11;2.83E+32
1674;J0329+1654;J0329+1654;0.89332;2.15E-16;*;*;2.557;*;6.58E+07;4.44E+11;1.19E+31
1027;J1627+1419;J1627+1419;0.490857;3.93E-16;*;*;4.325;*;1.98E+07;4.44E+11;1.31E+32
612;J1834-0633;J1834-0633;0.317315;6.04E-16;*;*;8.354;*;8.32E+06;4.43E+11;7.46E+32
96;J1412+7922;J1412+7922;0.058199;3.29E-15;*;*;*;XRS:1RXS_J141256.0+792204(Calvera);2.80E+05;4.43E+11;6.59E+35
1393;B1753-24;J1756-2435;0.67048;2.85E-16;*;*;3.834;*;3.73E+07;4.42E+11;3.73E+31
1276;J1831-0823;J1831-0823;0.612133;3.09E-16;*;*;3.886;*;3.14E+07;4.40E+11;5.32E+31
399;J1842+0358;J1842+0358;0.233326;8.11E-16;*;*;4.329;*;4.56E+06;4.40E+11;2.52E+33
