tindex,t,IJy,ampPeakPIfit,dAmpPeakPIfit,phiPeakPIfit_rm2,dPhiPeakPIfit_rm2,polAngle0Chan_deg,dPolAngle0Chan_deg,polAngleChan_deg,dPolAngleChan_deg,fracPol,alpha,alphaerr
482,5165061480.383385,0.028458,0.003394,0.000974,1483.447650,2.708037,139.560760,29.887878,41.894573,8.218797,0.119247,-2.860305,0.618120
483,5165061482.384138,0.025658,0.003196,0.000943,29.286089,2.786374,91.106272,30.032431,47.545357,8.456347,0.124552,-2.438551,0.629679
484,5165061484.384932,0.027643,0.003199,0.000968,456.654744,2.856884,141.133385,31.435907,140.426262,8.678770,0.115736,-2.786916,0.626707
485,5165061486.385685,0.025207,0.003187,0.000937,-1814.942378,2.775027,69.597185,29.801253,166.839591,8.436759,0.126420,-2.347415,0.629838
486,5165061488.386479,0.029261,0.003419,0.000973,166.637319,2.685950,126.659304,29.633992,177.968439,8.153786,0.116831,-2.849294,0.599765
487,5165061490.387233,0.025988,0.003212,0.000949,-367.262479,2.789329,128.840642,30.245279,103.654572,8.476139,0.123595,-2.519644,0.631606
488,5165061492.388026,0.026797,0.003483,0.000956,-144.967242,2.590826,107.095666,28.226093,146.020805,7.866666,0.129988,-2.616377,0.624428
489,5165061494.388780,0.026579,0.003590,0.000959,3133.707722,2.522349,125.062691,27.536620,111.291939,7.655806,0.135053,-2.659745,0.635087
490,5165061496.389574,0.027409,0.003231,0.000952,1928.264324,2.780471,9.612098,30.225966,131.670628,8.453223,0.117880,-2.555603,0.603138
491,5165061498.390368,0.024930,0.003014,0.000943,-228.873463,2.954759,66.139298,31.849501,110.284309,8.967371,0.120895,-2.439717,0.648217
492,5165061500.391121,0.027261,0.003134,0.000960,2998.377027,2.891993,57.951273,31.605452,23.495695,8.779588,0.114974,-2.674913,0.621098
493,5165061502.391915,0.025007,0.003253,0.000942,1196.637271,2.734078,52.012263,29.455919,15.386456,8.301933,0.130080,-2.422345,0.644055
494,5165061504.392669,0.026906,0.003384,0.000954,-817.586315,2.661309,64.110750,28.932526,139.732388,8.077067,0.125756,-2.586845,0.618240
495,5165061506.393462,0.024866,0.004015,0.000931,43.026498,2.189945,104.675910,23.368689,24.988590,6.646238,0.161451,-2.271139,0.629381
496,5165061508.394216,0.028636,0.003344,0.000975,1939.427771,2.751749,77.352972,30.401639,23.696943,8.351795,0.116782,-2.878872,0.616668
497,5165061510.395010,0.026670,0.003308,0.000955,-1302.608711,2.726518,17.145548,29.677663,176.719544,8.275544,0.124025,-2.607143,0.626257
498,5165061512.395763,0.028269,0.004238,0.000967,-280.804246,2.154057,164.381159,23.664594,127.704952,6.539056,0.149920,-2.770698,0.610784
499,5165061514.396557,0.027197,0.003496,0.000963,1058.209454,2.599802,5.103527,28.466905,128.176880,7.891430,0.128552,-2.712070,0.627279
500,5165061516.397311,0.028854,0.003341,0.000982,-26.484166,2.773847,16.751799,30.844890,88.393158,8.430510,0.115790,-2.975637,0.624606
501,5165061518.398105,0.025960,0.003623,0.000955,452.051673,2.487608,20.677088,27.093609,105.874451,7.558183,0.139572,-2.599681,0.642408
502,5165061520.398898,0.027098,0.003356,0.000977,211.649656,2.747793,51.565324,30.403704,67.112282,8.339268,0.123855,-2.908445,0.655716
503,5165061522.399652,0.028102,0.004138,0.000974,-1123.105452,2.221028,35.600415,24.564619,163.061565,6.754140,0.147259,-2.862595,0.626242
504,5165061524.400446,0.027734,0.003744,0.000964,-3.269171,2.429531,36.690765,26.612944,178.808100,7.374068,0.134983,-2.720452,0.616193
505,5165061526.401199,0.025218,0.003071,0.000941,538.270813,2.891618,176.143404,31.108234,49.305294,8.777350,0.121790,-2.403587,0.636365
506,5165061528.401993,0.028242,0.003102,0.000971,-931.945890,2.954385,139.435744,32.627063,70.927002,8.990115,0.109836,-2.822831,0.618007
507,5165061530.402747,0.027413,0.004005,0.000966,1953.603681,2.276848,149.168981,24.989803,90.511314,6.911577,0.146083,-2.753931,0.627692
508,5165061532.403541,0.024480,0.003127,0.000938,732.712430,2.830535,154.150997,30.386989,123.971256,8.595864,0.127751,-2.360467,0.650165
509,5165061534.404294,0.025277,0.003818,0.000953,163.639638,2.357114,33.514739,25.616225,17.679552,7.153885,0.151060,-2.580398,0.657232
510,5165061536.405088,0.028025,0.003678,0.000962,2184.855954,2.467878,42.405325,27.051927,119.109337,7.506877,0.131244,-2.693560,0.606469
511,5165061538.405842,0.028328,0.003940,0.000977,-2235.423010,2.341367,22.008870,25.915638,158.872999,7.106607,0.139088,-2.912845,0.627825
512,5165061540.406635,0.025946,0.003605,0.000953,455.281635,2.494403,61.002002,27.137435,174.569809,7.583369,0.138955,-2.569640,0.638926
513,5165061542.407429,0.027517,0.003659,0.000957,1832.685384,2.469332,89.735840,26.918752,176.591078,7.495037,0.132990,-2.633558,0.610208
514,5165061544.408183,0.026591,nan,0.000963,nan,nan,124.023380,25.125327,61.266369,6.965520,nan,-2.710972,0.641432
515,5165061546.408977,0.026808,0.003693,0.000968,1803.003050,2.474729,70.833791,27.230280,17.796417,7.518390,0.137755,-2.785197,0.646012
516,5165061548.409730,0.027599,0.003427,0.000963,-2138.355338,2.652431,18.046290,29.103107,84.255341,8.067648,0.124168,-2.712398,0.618181
517,5165061550.410524,0.026667,0.003522,0.000967,-1142.024622,2.592663,135.414767,28.553951,118.991905,7.889089,0.132065,-2.773032,0.647794
518,5165061552.411278,0.026244,0.003466,0.000962,-2029.205360,2.620594,29.245141,28.674720,42.395397,7.953570,0.132061,-2.701781,0.648694
519,5165061554.412071,0.026576,0.003132,0.000955,1515.442709,2.879051,148.012347,31.388345,157.412029,8.754352,0.117838,-2.603537,0.628021
520,5165061556.412825,0.027073,0.003428,0.000963,238.858554,2.652011,108.373540,29.050674,39.984989,8.053011,0.126603,-2.712626,0.630219
521,5165061558.413619,0.025521,0.003612,0.000953,-81.271756,2.490949,10.070068,27.070303,27.590179,7.561643,0.141539,-2.576510,0.650457
522,5165061560.414412,0.026036,0.003294,0.000953,-385.677517,2.730480,56.918579,29.654766,172.902823,8.286923,0.126500,-2.569420,0.636687
523,5165061562.415166,0.025425,0.003751,0.000946,-1269.854386,2.381078,10.701548,25.729696,99.791702,7.228468,0.147516,-2.477134,0.640228
524,5165061564.415960,0.027791,0.003172,0.000973,-311.894915,2.896583,70.698989,31.978685,34.161655,8.794145,0.114154,-2.859450,0.632846
525,5165061566.416714,0.027778,0.003276,0.000972,31.660802,2.799801,83.707052,30.886849,66.916634,8.506113,0.117921,-2.832645,0.629609
526,5165061568.417507,0.026525,0.003656,0.000953,28.335021,2.459307,100.625710,26.749813,40.866039,7.476211,0.137834,-2.566922,0.624643
527,5165061570.418261,0.024066,0.003293,0.000937,-340.215509,2.686567,152.059624,28.842376,87.035324,8.163174,0.136818,-2.351761,0.660241
528,5165061572.419055,0.027929,0.003274,0.000964,-2092.424026,2.778803,4.862230,30.451393,8.256514,8.436314,0.117216,-2.723314,0.612240
529,5165061574.419808,0.026102,0.003122,0.000962,2264.332236,2.909379,28.211596,31.858437,86.141777,8.836965,0.119596,-2.701130,0.652145
530,5165061576.420602,0.024911,0.003274,0.000944,-2526.761828,2.720811,1.136653,29.346619,23.984144,8.259982,0.131444,-2.445266,0.649403
531,5165061578.421356,0.025751,0.003513,0.000944,-160.775324,2.537485,61.841023,27.433819,129.265305,7.718621,0.136413,-2.451848,0.629032
532,5165061580.422150,0.027448,0.003787,0.000960,-521.209863,2.392496,148.713325,26.140114,6.689054,7.263144,0.137986,-2.670579,0.616326
533,5165061582.422903,0.025382,0.003274,0.000946,-1425.325236,2.726401,171.652343,29.445428,29.160610,8.276207,0.128974,-2.469165,0.640320
534,5165061584.423697,0.027085,0.003194,0.000957,-2682.288142,2.829095,94.572905,30.890412,59.829750,8.600905,0.117926,-2.633491,0.619915
535,5165061586.424491,0.028155,0.003518,0.000981,1090.658454,2.632677,14.876161,29.247278,138.212406,7.996657,0.124968,-2.968898,0.639210
536,5165061588.425244,0.028437,0.004052,0.000974,-2288.390514,2.269725,56.828505,25.076659,22.322224,6.892164,0.142483,-2.870102,0.619849
537,5165061590.426038,0.026701,0.004069,0.000957,80.356493,2.219679,165.309269,24.195796,150.516844,6.739491,0.152387,-2.626684,0.627971
538,5165061592.426792,0.027310,0.003007,0.000958,141.491901,3.007856,24.151831,32.827522,130.472973,9.133316,0.110118,-2.647011,0.616502
539,5165061594.427586,0.025683,0.003247,0.000944,-38.120598,2.745397,179.349015,29.620499,129.471294,8.333457,0.126422,-2.452656,0.630788
540,5165061596.428339,0.026286,0.003122,0.000945,-2247.731086,2.858259,151.159810,30.855317,100.366592,8.674638,0.118754,-2.464914,0.617784
541,5165061598.429133,0.027006,0.002950,0.000964,-3130.721675,3.084001,49.444964,33.793317,142.777382,9.360541,0.109252,-2.726463,0.633578
542,5165061600.429887,0.029150,0.003111,0.000978,2765.097775,2.969065,57.329514,32.934969,88.107445,9.023940,0.106714,-2.928629,0.612159
543,5165061602.430680,0.026150,0.003358,0.000949,2973.310742,2.667978,177.867993,28.922689,104.921921,8.106289,0.128399,-2.517934,0.627481
544,5165061604.431475,0.026891,0.004536,0.000951,46.941225,1.978161,44.177681,21.459252,9.967422,6.007033,0.168674,-2.539424,0.612781
545,5165061606.432228,0.026925,0.004243,0.000951,-1543.577118,2.115561,71.110525,22.946154,1.575499,6.421118,0.157594,-2.545222,0.612731
546,5165061608.433022,0.027237,0.003142,0.000958,-2339.218167,2.878595,28.420848,31.409927,140.394684,8.738727,0.115374,-2.647383,0.618198
547,5165061610.433775,0.025721,0.003430,0.000940,1163.352855,2.586306,6.907183,27.792928,129.122501,7.849242,0.133345,-2.387848,0.622036
548,5165061612.434569,0.027802,0.003855,0.000953,-2571.778229,2.332749,64.900794,25.353337,105.308418,7.084831,0.138665,-2.569599,0.596268
549,5165061614.435323,0.025128,0.002736,0.000924,-197.154003,3.186993,170.775554,33.814994,48.363686,9.680364,0.108896,-2.164819,0.610760
550,5165061616.436116,0.027793,0.003150,0.000958,134.698942,2.871529,138.418177,31.344986,169.235353,8.721245,0.113331,-2.646189,0.605670
551,5165061618.436870,0.025699,0.003590,0.000947,-1652.561244,2.491024,46.665357,26.949164,111.002846,7.562398,0.139711,-2.496823,0.635849
552,5165061620.437664,0.027449,0.003318,0.000956,-1645.561212,2.720695,82.516018,29.636831,85.449150,8.258602,0.120870,-2.619030,0.609936
553,5165061622.438417,0.025449,0.004063,0.000950,3058.089434,2.205998,46.971202,23.900547,8.803441,6.695353,0.159672,-2.526621,0.645875
554,5165061624.439211,0.028185,0.003721,0.000978,3176.053466,2.479578,174.387779,27.503305,62.414021,7.540808,0.132030,-2.915783,0.631403
555,5165061626.439964,0.024834,0.003051,0.000942,-2791.832354,2.913036,76.392720,31.369209,169.208650,8.844838,0.122873,-2.415337,0.647661
556,5165061628.440759,0.025006,0.003353,0.000941,-1086.418993,2.650240,173.266187,28.520893,149.435780,8.044383,0.134071,-2.409751,0.642517
557,5165061630.441552,0.026445,0.003486,0.000946,-11.149364,2.561948,127.939074,27.749617,15.974298,7.795547,0.131822,-2.478003,0.615637
558,5165061632.442306,0.026039,0.003089,0.000945,-364.423617,2.889130,25.886866,31.197637,32.743023,8.770192,0.118612,-2.466252,0.623811
559,5165061634.443100,0.024681,0.004366,0.000930,3231.502247,2.011871,88.053155,21.477312,75.984886,6.113312,0.176878,-2.257721,0.632519
560,5165061636.443853,0.026149,0.003818,0.000952,2895.166554,2.352706,123.117657,25.540018,158.668564,7.143767,0.146000,-2.553033,0.631886
561,5165061638.444647,0.025212,0.003155,0.000938,2993.482200,2.806328,13.575894,30.154391,9.994511,8.527896,0.125151,-2.364729,0.631796
562,5165061640.445401,0.027329,0.004344,0.000962,1995.312855,2.090000,158.721106,22.887560,122.010120,6.349751,0.158970,-2.697873,0.622454
563,5165061642.446195,0.026901,0.003653,0.000953,-31.741584,2.463546,78.320139,26.813661,100.268326,7.488304,0.135809,-2.580375,0.617553
564,5165061644.446948,0.027194,0.003291,0.000955,987.472213,2.739181,79.966944,29.808090,73.539459,8.314981,0.121010,-2.600633,0.613373
565,5165061646.447742,0.025785,0.003054,0.000932,2706.883923,2.880202,45.317440,30.752498,39.158268,8.743207,0.118436,-2.276861,0.607602
566,5165061648.448536,0.027060,0.003434,0.000965,-2791.468809,2.653933,121.845080,29.110390,130.833996,8.054416,0.126896,-2.746722,0.634951
567,5165061650.449289,0.025278,0.003063,0.000933,-500.932141,2.876200,160.692296,30.743004,13.177309,8.729362,0.121175,-2.297896,0.622239
