1.595969498157501221e-01 -1.132072042673826218e-02 4.285140931606292725e-01 -3.330768942832946777e-01 -2.832035303115844727e+00 -2.575789093971252441e-01 -4.739550948143005371e-01 -7.161909341812133789e-01 3.616563081741333008e-01 -8.095175623893737793e-01 2.116308450698852539e+00 -8.652967810630798340e-01 4.355134367942810059e-01 -1.624897122383117676e-01 6.378906965255737305e-01 4.256683588027954102e-01 1.245835185050964355e+00 -6.844847798347473145e-01 7.894182801246643066e-01 -7.566502094268798828e-01 -4.853615462779998779e-01 0.000000000000000000e+00 9.389574527740478516e-01
-1.086953282356262207e-01 -9.740239977836608887e-01 5.284737944602966309e-01 -1.581966161727905273e+00 2.202714085578918457e-01 -2.502180099487304688e+00 -2.487088441848754883e+00 -5.747106671333312988e-01 5.891999006271362305e-01 -4.622089862823486328e-01 -9.007933139801025391e-01 1.021240115165710449e+00 -5.189855694770812988e-01 -2.623059153556823730e-01 1.260816335678100586e+00 7.254771590232849121e-01 1.076955676078796387e+00 -7.833194732666015625e-01 -6.980506777763366699e-01 -1.090003252029418945e+00 2.858801186084747314e-01 0.000000000000000000e+00 9.845049679279327393e-02
2.749736607074737549e-01 -3.119995892047882080e-01 -1.026586651802062988e+00 -5.577640533447265625e-01 6.252265572547912598e-01 -9.050626158714294434e-01 -3.236247301101684570e-01 1.130092516541481018e-02 -2.552648782730102539e-01 1.036278724670410156e+00 1.436219573020935059e+00 3.278548419475555420e-01 -1.492352932691574097e-01 1.250022500753402710e-01 -3.617005944252014160e-01 -3.545190095901489258e-01 2.510392963886260986e-01 4.618743956089019775e-01 5.627797245979309082e-01 -3.003262579441070557e-01 1.050785541534423828e+00 0.000000000000000000e+00 1.813367486000061035e+00
-2.507236003875732422e+00 5.440676808357238770e-01 1.596853137016296387e-01 -1.860537528991699219e+00 1.151844486594200134e-01 -1.415485978126525879e+00 1.052929520606994629e+00 5.237392187118530273e-01 -7.315168976783752441e-01 -3.363955318927764893e-01 4.711293280124664307e-01 -4.492832720279693604e-01 6.150183454155921936e-02 1.456691026687622070e+00 -8.524902462959289551e-01 4.164183884859085083e-02 -8.865651488304138184e-01 -2.247570306062698364e-01 -1.612751632928848267e-01 -5.847359895706176758e-01 -1.880697846412658691e+00 0.000000000000000000e+00 1.179733395576477051e+00
-1.490574479103088379e+00 -9.320973157882690430e-01 -1.426031470298767090e+00 -8.243899941444396973e-01 -1.469571143388748169e-01 -9.046403765678405762e-01 5.402618646621704102e-01 7.750724554061889648e-01 -5.842525959014892578e-01 5.342399477958679199e-01 -5.023970603942871094e-01 1.746957182884216309e+00 -2.576431632041931152e-02 3.534201383590698242e-01 1.531617522239685059e+00 1.763626575469970703e+00 -1.261581927537918091e-01 -1.349536627531051636e-01 -1.119900941848754883e+00 -2.080819368362426758e+00 6.409254074096679688e-01 0.000000000000000000e+00 1.293283104896545410e+00
-1.398733377456665039e+00 -1.744419217109680176e+00 6.325996518135070801e-01 -4.824172258377075195e-01 -1.939766287803649902e+00 -3.192606866359710693e-01 -1.120643496513366699e+00 -1.504873186349868774e-01 1.577185630798339844e+00 6.545117497444152832e-01 1.720941662788391113e+00 1.459467530250549316e+00 -3.379919528961181641e-01 -3.817375600337982178e-01 -4.938304126262664795e-01 7.493606805801391602e-01 1.986209392547607422e+00 1.069696620106697083e-01 2.555014193058013916e-01 1.016076326370239258e+00 1.726035356521606445e+00 0.000000000000000000e+00 2.270102262496948242e+00
-8.100360035896301270e-01 -5.115596055984497070e-01 -1.039358139038085938e+00 6.116843223571777344e-01 7.319355010986328125e-01 -2.390606403350830078e+00 -3.795433342456817627e-01 1.155473947525024414e+00 -2.584345638751983643e-01 5.763126611709594727e-01 1.586326956748962402e-01 9.212489724159240723e-01 5.379946231842041016e-01 3.513316810131072998e-01 3.089287996292114258e+00 1.203833341598510742e+00 4.422672092914581299e-01 -1.270733773708343506e-01 1.747808575630187988e+00 1.588662862777709961e+00 2.651280879974365234e+00 0.000000000000000000e+00 2.920929670333862305e+00
7.041731476783752441e-01 1.408901661634445190e-01 -1.334716677665710449e+00 1.328113436698913574e+00 1.481162905693054199e+00 -1.195260405540466309e+00 1.627272486686706543e+00 -2.919134795665740967e-01 7.370387911796569824e-01 -4.314021170139312744e-01 -4.333861917257308960e-02 1.258055686950683594e+00 2.031641483306884766e+00 1.516784429550170898e+00 9.291020035743713379e-01 1.384926199913024902e+00 5.243708491325378418e-01 1.636274933815002441e+00 3.203134298324584961e+00 2.774889230728149414e+00 2.844057559967041016e+00 0.000000000000000000e+00 2.524481773376464844e+00
2.095614671707153320e-01 -3.533459035679697990e-03 1.500494964420795441e-02 5.823987349867820740e-02 -1.161143541336059570e+00 2.654674649238586426e-01 -3.778763860464096069e-02 -3.160846829414367676e-01 -6.547238230705261230e-01 1.018478870391845703e+00 -2.455984503030776978e-01 6.874755024909973145e-01 1.120785236358642578e+00 4.620372951030731201e-01 1.277771592140197754e+00 1.225065469741821289e+00 2.491814851760864258e+00 2.687876224517822266e+00 1.714445829391479492e+00 2.246169805526733398e+00 3.353180408477783203e+00 0.000000000000000000e+00 2.373444080352783203e+00
-7.898889183998107910e-01 2.369577065110206604e-02 -1.691693186759948730e+00 -1.746511697769165039e+00 -2.213546276092529297e+00 2.784130275249481201e-01 -2.372898817062377930e+00 1.697252988815307617e+00 1.186006218194961548e-01 -1.640243232250213623e-01 9.596384167671203613e-01 1.578968048095703125e+00 5.270643830299377441e-01 1.159030795097351074e+00 1.594634175300598145e+00 1.780776619911193848e+00 2.289509296417236328e+00 2.166174650192260742e+00 1.546408295631408691e+00 6.285432577133178711e-01 1.432152032852172852e+00 0.000000000000000000e+00 1.584368705749511719e+00
