0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.009408354759216309e-01 -1.261177361011505127e-01 -8.927468657493591309e-01 -8.319269865751266479e-02 8.357792496681213379e-01 -5.191779136657714844e-01 -1.978306323289871216e-01 1.476080179214477539e+00 2.470116615295410156e-01 4.826137423515319824e-01 -2.905136942863464355e-01 -1.710874587297439575e-01 1.356425285339355469e+00 -7.055456042289733887e-01 5.588004589080810547e-01 -5.801606774330139160e-01 -1.172662973403930664e+00 1.244071125984191895e+00 -1.433240652084350586e+00 1.726036816835403442e-01 -1.604918718338012695e+00 -3.698877096176147461e-01 -7.012733817100524902e-01 3.499681353569030762e-01
-4.721245765686035156e-01 5.464720129966735840e-01 -9.391432255506515503e-02 -8.424460887908935547e-01 -3.789443969726562500e-01 -1.392628788948059082e+00 1.954008489847183228e-01 -8.006159663200378418e-01 -3.753845691680908203e-01 1.292473912239074707e+00 5.010251700878143311e-02 6.846621036529541016e-01 5.258951783180236816e-01 -1.780895590782165527e-01 3.399395942687988281e-01 -8.297870159149169922e-01 4.397324323654174805e-01 1.056146621704101562e-01 1.534716963768005371e+00 1.782290339469909668e-01 -7.478137612342834473e-01 -5.916153788566589355e-01 -5.554138422012329102e-01 2.840985655784606934e-01
-1.610572487115859985e-01 -4.598392546176910400e-01 -3.390029072761535645e-01 2.513668835163116455e-01 1.330057740211486816e+00 7.312155961990356445e-01 6.607927083969116211e-01 7.336699962615966797e-01 4.614575803279876709e-01 9.834969639778137207e-01 9.571546912193298340e-01 -6.484095454216003418e-01 7.370790839195251465e-01 -4.629932940006256104e-01 4.125840365886688232e-01 1.226201504468917847e-01 2.880906760692596436e-01 -9.559580683708190918e-01 -3.990290164947509766e-01 -1.499138027429580688e-01 -9.629709124565124512e-01 2.115939259529113770e-01 -1.099592298269271851e-01 -4.693302810192108154e-01
1.813759326934814453e+00 -5.015745162963867188e-01 -6.926057934761047363e-01 -1.087934151291847229e-01 -3.205073177814483643e-01 -7.833420038223266602e-01 3.842170536518096924e-01 5.946974158287048340e-01 -1.095372915267944336e+00 1.200996518135070801e+00 1.799416393041610718e-01 -1.861059367656707764e-01 -2.605329453945159912e-02 9.477881789207458496e-01 -3.551236391067504883e-01 1.394699215888977051e+00 6.173015236854553223e-01 4.276897758245468140e-03 1.148392796516418457e+00 -1.174413919448852539e+00 4.022472724318504333e-02 -3.459601104259490967e-02 4.279080331325531006e-01 -1.839692145586013794e-01
