1342538514 0.000000
1342538518 -0.104725
1342538522 0.046801
1342538526 -0.007524
1342538530 0.246726
1342538534 0.113222
1342538538 0.113506
1342538542 0.115708
1342538546 0.303104
1342538550 0.044195
1342538554 0.229676
1342538558 0.208161
1342538562 0.121464
1342538566 0.164885
1342538570 0.029548
1342538574 0.014017
1342538578 0.207938
1342538582 0.206250
1342538586 0.103842
1342538590 0.068975
1342538594 0.080536
1342538598 0.057871
1342538602 0.061436
1342538606 0.222417
1342538610 0.415869
1342538614 0.131981
1342538618 0.065596
1342538622 0.153397
1342538626 0.074574
1342538630 0.079248
1342538634 0.134779
1342538638 0.122508
1342538642 0.137653
1342538646 0.131336
1342538650 0.153238
1342538654 0.207913
1342538658 -0.042165
1342538662 -0.021097
1342538666 0.228553
1342538670 0.074697
1342538674 0.094449
1342538678 0.072766
1342538682 -0.006877
1342538686 0.034813
1342538690 -0.027967
1342538694 0.149918
1342538698 -0.030865
1342538702 0.089171
1342538706 0.043296
1342538710 0.013370
1342538714 0.099447
1342538718 0.132740
1342538722 -0.044933
1342538726 0.097494
1342538730 -0.075990
1342538734 0.001053
1342538738 0.135632
1342538742 -0.070427
1342538746 0.179738
1342538750 0.157564
1342538754 -0.014335
1342538758 0.015572
1342538762 0.057689
1342538766 0.127106
1342538770 0.037306
1342538774 0.004160
1342538778 0.013125
1342538782 0.096005
1342538786 0.047655
1342538790 -0.030017
1342538794 0.134803
1342538798 0.049587
1342538802 0.130647
1342538806 0.118601
